"縣市","鄉鎮","Sum_Local.x"
"南投縣","仁愛鄉",2
"南投縣","信義鄉",3
"南投縣","南投市",17
"南投縣","名間鄉",3
"南投縣","國姓鄉",2
"南投縣","埔里鎮",18
"南投縣","水里鄉",1
"南投縣","竹山鎮",9
"南投縣","草屯鎮",7
"南投縣","集集鎮",2
"南投縣","魚池鄉",1
"南投縣","鹿谷鄉",3
"台中市","中區",8
"台中市","北區",123
"台中市","北屯區",216
"台中市","南區",59
"台中市","南屯區",111
"台中市","后里區",25
"台中市","和平區",2
"台中市","外埔區",9
"台中市","大安區",8
"台中市","大甲區",19
"台中市","大肚區",13
"台中市","大里區",115
"台中市","大雅區",39
"台中市","太平區",82
"台中市","東勢區",5
"台中市","東區",33
"台中市","梧棲區",78
"台中市","沙鹿區",37
"台中市","清水區",33
"台中市","潭子區",49
"台中市","烏日區",23
"台中市","石岡區",2
"台中市","神岡區",37
"台中市","西區",73
"台中市","西屯區",220
"台中市","豐原區",55
"台中市","霧峰區",35
"台中市","龍井區",32
"台北市","中山區",997
"台北市","中正區",677
"台北市","信義區",679
"台北市","內湖區",629
"台北市","北投區",769
"台北市","南港區",428
"台北市","士林區",980
"台北市","大同區",496
"台北市","大安區",861
"台北市","文山區",1029
"台北市","松山區",479
"台北市","萬華區",1552
"台南市","七股區",1
"台南市","下營區",5
"台南市","中西區",38
"台南市","仁德區",38
"台南市","佳里區",6
"台南市","六甲區",4
"台南市","北區",46
"台南市","北門區",1
"台南市","南區",34
"台南市","善化區",5
"台南市","大內區",1
"台南市","學甲區",6
"台南市","安南區",69
"台南市","安定區",8
"台南市","安平區",27
"台南市","官田區",5
"台南市","將軍區",2
"台南市","後壁區",2
"台南市","新化區",25
"台南市","新市區",5
"台南市","新營區",17
"台南市","東區",82
"台南市","東山區",2
"台南市","柳營區",3
"台南市","楠西區",1
"台南市","歸仁區",29
"台南市","永康區",132
"台南市","玉井區",2
"台南市","白河區",6
"台南市","西港區",2
"台南市","關廟區",10
"台南市","鹽水區",10
