"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,10
"南投縣","仁愛鄉",NA,14
"南投縣","信義鄉",NA,32
"南投縣","南投市",NA,122
"南投縣","名間鄉",NA,39
"南投縣","國姓鄉",NA,17
"南投縣","埔里鎮",NA,94
"南投縣","水里鄉",NA,7
"南投縣","竹山鎮",NA,53
"南投縣","草屯鎮",NA,125
"南投縣","集集鎮",NA,4
"南投縣","魚池鄉",NA,17
"南投縣","鹿谷鄉",NA,8
"台中市","中區",NA,61
"台中市","北區",NA,522
"台中市","北屯區",NA,930
"台中市","南區",NA,303
"台中市","南屯區",NA,512
"台中市","后里區",NA,117
"台中市","和平區",NA,6
"台中市","外埔區",NA,52
"台中市","大安區",NA,47
"台中市","大甲區",NA,105
"台中市","大肚區",NA,68
"台中市","大里區",NA,498
"台中市","大雅區",NA,168
"台中市","太平區",NA,366
"台中市","新社區",NA,21
"台中市","東勢區",NA,47
"台中市","東區",NA,198
"台中市","梧棲區",NA,175
"台中市","沙鹿區",NA,213
"台中市","清水區",NA,138
"台中市","潭子區",NA,176
"台中市","烏日區",NA,148
"台中市","石岡區",NA,14
"台中市","神岡區",NA,156
"台中市","西區",NA,338
"台中市","西屯區",NA,903
"台中市","豐原區",NA,294
"台中市","霧峰區",NA,153
"台中市","龍井區",NA,168
"台北市","中山區",NA,3471
"台北市","中正區",NA,1928
"台北市","信義區",NA,2737
"台北市","內湖區",NA,2595
"台北市","北投區",NA,2824
"台北市","南港區",NA,1621
"台北市","士林區",NA,3242
"台北市","大同區",NA,1980
"台北市","大安區",NA,3363
"台北市","文山區",NA,3694
"台北市","松山區",NA,2133
"台北市","萬華區",NA,5836
"台南市","七股區",NA,11
"台南市","下營區",NA,17
"台南市","中西區",NA,143
"台南市","仁德區",NA,134
"台南市","佳里區",NA,41
"台南市","六甲區",NA,23
"台南市","北區",NA,233
"台南市","北門區",NA,4
"台南市","南化區",NA,1
"台南市","南區",NA,131
"台南市","善化區",NA,49
"台南市","大內區",NA,7
"台南市","學甲區",NA,17
"台南市","安南區",NA,270
"台南市","安定區",NA,42
"台南市","安平區",NA,116
"台南市","官田區",NA,16
"台南市","將軍區",NA,13
"台南市","山上區",NA,10
"台南市","左鎮區",NA,2
"台南市","後壁區",NA,16
"台南市","新化區",NA,67
"台南市","新市區",NA,58
"台南市","新營區",NA,100
"台南市","東區",NA,264
"台南市","東山區",NA,12
"台南市","柳營區",NA,25
"台南市","楠西區",NA,2
"台南市","歸仁區",NA,124
"台南市","永康區",NA,518
"台南市","玉井區",NA,15
"台南市","白河區",NA,42
"台南市","西港區",NA,16
"台南市","關廟區",NA,28
"台南市","鹽水區",NA,43
"台南市","麻豆區",NA,40
"台南市","龍崎區",NA,2
"台東縣","卑南鄉",NA,93
"台東縣","台東市",NA,305
"台東縣","大武鄉",NA,6
"台東縣","太麻里鄉",NA,28
"台東縣","延平鄉",NA,9
"台東縣","成功鎮",NA,171
"台東縣","東河鄉",NA,14
"台東縣","池上鄉",NA,15
"台東縣","海端鄉",NA,20
"台東縣","綠島鄉",NA,29
"台東縣","蘭嶼鄉",NA,5
"台東縣","達仁鄉",NA,13
"台東縣","金峰鄉",NA,10
"台東縣","長濱鄉",NA,40
"台東縣","關山鎮",NA,14
"台東縣","鹿野鄉",NA,13
"嘉義市","東區",NA,143
"嘉義市","西區",NA,219
"嘉義縣","中埔鄉",NA,31
"嘉義縣","六腳鄉",NA,24
"嘉義縣","大埔鄉",NA,2
"嘉義縣","大林鎮",NA,81
"嘉義縣","太保市",NA,77
"嘉義縣","布袋鎮",NA,5
"嘉義縣","新港鄉",NA,10
"嘉義縣","朴子市",NA,44
"嘉義縣","東石鄉",NA,10
"嘉義縣","梅山鄉",NA,18
"嘉義縣","民雄鄉",NA,71
"嘉義縣","水上鄉",NA,74
"嘉義縣","溪口鄉",NA,27
"嘉義縣","番路鄉",NA,7
"嘉義縣","竹崎鄉",NA,28
"嘉義縣","義竹鄉",NA,2
"嘉義縣","阿里山鄉",NA,2
"嘉義縣","鹿草鄉",NA,11
"基隆市","七堵區",NA,829
"基隆市","中山區",NA,1018
"基隆市","中正區",NA,1542
"基隆市","仁愛區",NA,1302
"基隆市","信義區",NA,1476
"基隆市","其他",NA,1
"基隆市","安樂區",NA,1667
"基隆市","暖暖區",NA,721
"宜蘭縣","三星鄉",NA,137
"宜蘭縣","五結鄉",NA,215
"宜蘭縣","冬山鄉",NA,533
"宜蘭縣","南澳鄉",NA,285
"宜蘭縣","員山鄉",NA,189
"宜蘭縣","壯圍鄉",NA,100
