"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",43
"南投縣","仁愛鄉",35
"南投縣","信義鄉",28
"南投縣","南投市",605
"南投縣","名間鄉",196
"南投縣","國姓鄉",33
"南投縣","埔里鎮",345
"南投縣","水里鄉",41
"南投縣","竹山鎮",161
"南投縣","草屯鎮",576
"南投縣","集集鎮",26
"南投縣","魚池鄉",34
"南投縣","鹿谷鄉",41
"台中市","中區",73
"台中市","北區",1111
"台中市","北屯區",2292
"台中市","南區",967
"台中市","南屯區",1240
"台中市","后里區",246
"台中市","和平區",16
"台中市","外埔區",150
"台中市","大安區",78
"台中市","大甲區",380
"台中市","大肚區",219
"台中市","大里區",1315
"台中市","大雅區",524
"台中市","太平區",1113
"台中市","新社區",65
"台中市","東勢區",233
"台中市","東區",425
"台中市","梧棲區",336
"台中市","沙鹿區",638
"台中市","清水區",481
"台中市","潭子區",869
"台中市","烏日區",440
"台中市","石岡區",54
"台中市","神岡區",310
"台中市","西區",643
"台中市","西屯區",1776
"台中市","豐原區",974
"台中市","霧峰區",344
"台中市","龍井區",435
"台北市","中山區",1564
"台北市","中正區",883
"台北市","信義區",1542
"台北市","內湖區",1823
"台北市","北投區",1647
"台北市","南港區",636
"台北市","士林區",1797
"台北市","大同區",685
"台北市","大安區",1819
"台北市","文山區",1886
"台北市","松山區",1151
"台北市","萬華區",911
"台南市","七股區",41
"台南市","下營區",56
"台南市","中西區",295
"台南市","仁德區",397
"台南市","佳里區",158
"台南市","六甲區",68
"台南市","北區",669
"台南市","北門區",18
"台南市","南化區",14
"台南市","南區",493
"台南市","善化區",245
"台南市","大內區",14
"台南市","學甲區",55
"台南市","安南區",813
"台南市","安定區",98
"台南市","安平區",333
"台南市","官田區",95
"台南市","將軍區",42
"台南市","山上區",18
"台南市","左鎮區",3
"台南市","後壁區",81
"台南市","新化區",133
"台南市","新市區",208
"台南市","新營區",361
"台南市","東區",1153
"台南市","東山區",34
"台南市","柳營區",65
"台南市","楠西區",20
"台南市","歸仁區",301
"台南市","永康區",1269
"台南市","玉井區",23
"台南市","白河區",61
"台南市","西港區",65
"台南市","關廟區",117
"台南市","鹽水區",84
"台南市","麻豆區",170
"台南市","龍崎區",5
"台東縣","卑南鄉",41
"台東縣","台東市",469
"台東縣","大武鄉",18
"台東縣","太麻里鄉",33
"台東縣","延平鄉",7
"台東縣","成功鎮",48
"台東縣","東河鄉",22
"台東縣","池上鄉",21
"台東縣","海端鄉",13
"台東縣","綠島鄉",8
"台東縣","蘭嶼鄉",12
"台東縣","達仁鄉",8
"台東縣","金峰鄉",7
"台東縣","長濱鄉",11
"台東縣","關山鎮",17
"台東縣","鹿野鄉",9
"嘉義市","東區",631
"嘉義市","西區",675
"嘉義縣","中埔鄉",195
"嘉義縣","六腳鄉",53
"嘉義縣","大埔鄉",3
"嘉義縣","大林鎮",87
"嘉義縣","太保市",167
"嘉義縣","布袋鎮",41
"嘉義縣","新港鄉",83
"嘉義縣","朴子市",165
"嘉義縣","東石鄉",50
"嘉義縣","梅山鄉",23
"嘉義縣","民雄鄉",434
"嘉義縣","水上鄉",225
"嘉義縣","溪口鄉",37
"嘉義縣","番路鄉",23
"嘉義縣","竹崎鄉",93
"嘉義縣","義竹鄉",30
"嘉義縣","阿里山鄉",11
"嘉義縣","鹿草鄉",38
"基隆市","七堵區",306
"基隆市","中山區",231
"基隆市","中正區",325
"基隆市","仁愛區",184
"基隆市","信義區",323
"基隆市","安樂區",472
"基隆市","暖暖區",198
"宜蘭縣","三星鄉",116
"宜蘭縣","五結鄉",246
"宜蘭縣","冬山鄉",415
"宜蘭縣","南澳鄉",21
"宜蘭縣","員山鄉",162
"宜蘭縣","壯圍鄉",137
"宜蘭縣","大同鄉",5
"宜蘭縣","宜蘭市",682
"宜蘭縣","礁溪鄉",189
"宜蘭縣","羅東鎮",489
"宜蘭縣","蘇澳鎮",164
"宜蘭縣","頭城鎮",123
"屏東縣","三地門鄉",20
"屏東縣","九如鄉",64
"屏東縣","佳冬鄉",42
"屏東縣","來義鄉",32
"屏東縣","內埔鄉",286
"屏東縣","南州鄉",24
"屏東縣","屏東市",1054
"屏東縣","崁頂鄉",36
"屏東縣","恆春鎮",86
"屏東縣","新園鄉",94
"屏東縣","新埤鄉",28
"屏東縣","春日鄉",4
"屏東縣","東港鎮",134
"屏東縣","枋寮鄉",66
"屏東縣","枋山鄉",4
"屏東縣","林邊鄉",31
"屏東縣","泰武鄉",12
"屏東縣","滿州鄉",9
"屏東縣","潮州鎮",233
"屏東縣","牡丹鄉",12
"屏東縣","獅子鄉",15
"屏東縣","琉球鄉",12
"屏東縣","瑪家鄉",4
"屏東縣","竹田鄉",44
"屏東縣","萬丹鄉",178
"屏東縣","萬巒鄉",66
"屏東縣","車城鄉",24
"屏東縣","里港鄉",68
"屏東縣","長治鄉",126
"屏東縣","霧台鄉",5
"屏東縣","高樹鄉",60
"屏東縣","鹽埔鄉",47
"屏東縣","麟洛鄉",30
"彰化縣","二林鎮",137
"彰化縣","二水鄉",34
"彰化縣","伸港鄉",120
"彰化縣","北斗鎮",145
"彰化縣","和美鎮",425
"彰化縣","員林市",670
"彰化縣","埔心鄉",185
"彰化縣","埔鹽鄉",140
"彰化縣","埤頭鄉",101
"彰化縣","大城鄉",31
"彰化縣","大村鄉",221
"彰化縣","彰化市",1347
"彰化縣","永靖鄉",224
"彰化縣","溪州鄉",81
"彰化縣","溪湖鎮",201
"彰化縣","田中鎮",147
"彰化縣","田尾鄉",124
"彰化縣","社頭鄉",181
"彰化縣","福興鄉",207
"彰化縣","秀水鄉",157
"彰化縣","竹塘鄉",39
"彰化縣","線西鄉",64
"彰化縣","芬園鄉",96
"彰化縣","花壇鄉",200
"彰化縣","芳苑鄉",75
"彰化縣","鹿港鎮",399
"新北市","三峽區",664
"新北市","三芝區",97
"新北市","三重區",3132
"新北市","中和區",3366
"新北市","五股區",677
"新北市","八里區",272
"新北市","土城區",1577
"新北市","坪林區",14
"新北市","平溪區",12
"新北市","新店區",2678
"新北市","新莊區",3403
"新北市","板橋區",4604
"新北市","林口區",816
"新北市","樹林區",1129
"新北市","永和區",1615
"新北市","汐止區",1756
"新北市","泰山區",506
"新北市","淡水區",1749
"新北市","深坑區",159
"新北市","烏來區",14
"新北市","瑞芳區",159
"新北市","石碇區",13
"新北市","石門區",16
"新北市","萬里區",60
"新北市","蘆洲區",1296
"新北市","貢寮區",21
"新北市","金山區",64
"新北市","雙溪區",33
"新北市","鶯歌區",535
"新竹市","北區",1059
"新竹市","東區",1923
"新竹市","香山區",527
"新竹縣","五峰鄉",8
