"id","name_id","name","time","city","level","level_web","longitude","latitude","created_at","updated_at"
17386200,1,"東大門國際觀光夜市周邊","2020-07-01 10:00:00","花蓮縣","G","正常","121.61370000","23.97487000",NA,NA
17386201,2,"文賢商圈、花園夜市周邊","2020-07-01 10:00:00","臺南市","G","正常","120.19470000","23.01234000",NA,NA
17386202,3,"內灣老街周邊","2020-07-01 10:00:00","新竹縣","G","正常","121.18240000","24.70735000",NA,NA
17386203,5,"湯圍溝公園大眾浴池周邊","2020-07-01 10:00:00","宜蘭縣","G","正常","121.77120000","24.82736000",NA,NA
17386204,6,"新天堂樂園周邊","2020-07-01 10:00:00","花蓮縣","G","正常","121.59390000","23.93883000",NA,NA
17386205,8,"赤崁樓、永樂市場、水仙宮市場周邊","2020-07-01 10:00:00","臺南市","G","正常","120.19970000","22.99430000",NA,NA
17386206,9,"南庄桂花巷、遊客中心周邊","2020-07-01 10:00:00","苗栗縣","G","正常","120.99960000","24.59912000",NA,NA
17386207,10,"竹圍漁港周邊","2020-07-01 10:00:00","桃園市","G","正常","121.24250000","25.11806000",NA,NA
17386208,13,"北投市場周邊","2020-07-01 10:00:00","臺北市","G","正常","121.50040000","25.13095000",NA,NA
17386209,14,"古坑綠色隧道周邊","2020-07-01 10:00:00","雲林縣","G","正常","120.53880000","23.65937000",NA,NA
17386210,15,"宜蘭火車站周邊","2020-07-01 10:00:00","宜蘭縣","G","正常","121.75590000","24.75521000",NA,NA
17386211,18,"十七公里海岸風景區周邊","2020-07-01 10:00:00","新竹市","G","正常","120.92540000","24.84739000",NA,NA
17386212,20,"華泰名品城 GLORIA OUTLETS周邊","2020-07-01 10:00:00","桃園市","G","正常","121.21260000","25.01428000",NA,NA
17386213,21,"都蘭部落周邊","2020-07-01 10:00:00","臺東縣","G","正常","121.22370000","22.86973000",NA,NA
17386214,22,"墾丁大街周邊","2020-07-01 10:00:00","屏東縣","G","正常","120.80110000","21.94405000",NA,NA
17386215,23,"伊達邵商圈周邊","2020-07-01 10:00:00","南投縣","G","正常","120.93080000","23.84967000",NA,NA
17386216,24,"清境農場周邊","2020-07-01 10:00:00","南投縣","G","正常","121.16180000","24.05728000",NA,NA
17386217,25,"麗寶OUTLET MALL周邊","2020-07-01 10:00:00","臺中市","G","正常","120.69900000","24.32343000",NA,NA
17386218,26,"臺東觀光夜市周邊","2020-07-01 10:00:00","臺東縣","G","正常","121.15540000","22.75241000",NA,NA
17386219,27,"石門水庫周邊","2020-07-01 10:00:00","桃園市","G","正常","121.24190000","24.81561000",NA,NA
17386220,28,"屏東觀光夜市、千禧公園周邊","2020-07-01 10:00:00","屏東縣","G","正常","120.49350000","22.67944000",NA,NA
17386221,29,"新竹市立動物園周邊","2020-07-01 10:00:00","新竹市","G","正常","120.97980000","24.79775000",NA,NA
17386222,30,"奮起湖老街周邊","2020-07-01 10:00:00","嘉義縣","G","正常","120.69600000","23.50625000",NA,NA
17386223,32,"墾丁大街周邊","2020-07-01 10:00:00","屏東縣","G","正常","120.79630000","21.94405000",NA,NA
17386224,34,"永安海濱公園、新屋綠色走廊周邊","2020-07-01 10:00:00","桃園市","G","正常","121.01440000","24.98734000",NA,NA
17386225,36,"烏嘎彥竹林、苗栗泰安露營區周邊","2020-07-01 10:00:00","苗栗縣","G","正常","120.92560000","24.42303000",NA,NA
17386226,38,"城隍廟東市場周邊","2020-07-01 10:00:00","嘉義市","G","正常","120.45620000","23.47850000",NA,NA
17386227,40,"五指山周邊","2020-07-01 10:00:00","新竹縣","G","正常","121.09830000","24.63971000",NA,NA
17386228,41,"國立傳統藝術中心周邊","2020-07-01 10:00:00","宜蘭縣","G","正常","121.82470000","24.68262000",NA,NA
17386229,42,"臺東火車站周邊","2020-07-01 10:00:00","臺東縣","G","正常","121.14560000","22.75242000",NA,NA
17386230,45,"潮州火車站商圈周邊","2020-07-01 10:00:00","屏東縣","G","正常","120.53770000","22.55314000",NA,NA
17386231,46,"池上火車站、池上夜市周邊","2020-07-01 10:00:00","臺東縣","G","正常","121.21930000","23.12260000",NA,NA
17386232,47,"日月潭水社碼頭廣場周邊","2020-07-01 10:00:00","南投縣","G","正常","120.91120000","23.86320000",NA,NA
17386233,49,"東勢林場遊樂區周邊","2020-07-01 10:00:00","臺中市","G","正常","120.87150000","24.28304000",NA,NA
17386234,52,"墾丁南灣周邊","2020-07-01 10:00:00","屏東縣","G","正常","120.75750000","21.96206000",NA,NA
17386235,54,"台南中正海安商圈、公有零售市場保安市場周邊","2020-07-01 10:00:00","臺南市","G","正常","120.19490000","22.98976000",NA,NA
17386236,55,"新店仁愛市場周邊","2020-07-01 10:00:00","新北市","G","正常","121.53940000","24.97283000",NA,NA
17386237,56,"埔心牧場周邊","2020-07-01 10:00:00","桃園市","G","正常","121.18270000","24.92855000",NA,NA
17386238,57,"北港朝天宮周邊","2020-07-01 10:00:00","雲林縣","G","正常","120.30400000","23.56820000",NA,NA
17386239,59,"竹子湖海芋園周邊","2020-07-01 10:00:00","臺北市","G","正常","121.53530000","25.17597000",NA,NA
17386240,63,"台北市立動物園周邊","2020-07-01 10:00:00","臺北市","G","正常","121.58900000","24.99069000",NA,NA
17386241,64,"蘇澳服務區周邊","2020-07-01 10:00:00","宜蘭縣","G","正常","121.81440000","24.61948000",NA,NA
17386242,65,"北埔老街周邊","2020-07-01 10:00:00","新竹縣","G","正常","121.05890000","24.70293000",NA,NA
17386243,68,"淡水老街周邊","2020-07-01 10:00:00","新北市","G","正常","121.44100000","25.17177000",NA,NA
17386244,69,"萬巒豬腳街周邊","2020-07-01 10:00:00","屏東縣","G","正常","120.56680000","22.57580000",NA,NA
17386245,70,"礁溪溫泉公園周邊","2020-07-01 10:00:00","宜蘭縣","G","正常","121.78120000","24.83633000",NA,NA
17386246,71,"梅花湖風景區周邊","2020-07-01 10:00:00","宜蘭縣","G","正常","121.73060000","24.65151000",NA,NA
17386247,72,"太平風景區周邊","2020-07-01 10:00:00","嘉義縣","G","正常","120.60770000","23.56474000",NA,NA
17386248,73,"太平風景區周邊","2020-07-01 10:00:00","嘉義縣","G","正常","120.60280000","23.56022000",NA,NA
17386249,76,"大溪老街周邊","2020-07-01 10:00:00","桃園市","G","正常","121.28660000","24.88324000",NA,NA
17386250,78,"安平老街(延平老街)周邊","2020-07-01 10:00:00","臺南市","G","正常","120.16070000","22.99862000",NA,NA
17386251,79,"枋山濱海遊憩區周邊","2020-07-01 10:00:00","屏東縣","G","正常","120.66490000","22.24187000",NA,NA
17386252,81,"車埕老街周邊","2020-07-01 10:00:00","南投縣","G","正常","120.86700000","23.83608000",NA,NA
17386253,82,"安平漁港周邊","2020-07-01 10:00:00","臺南市","G","正常","120.15100000","22.98953000",NA,NA
17386254,83,"深坑老街周邊","2020-07-01 10:00:00","新北市","G","正常","121.61380000","25.00414000",NA,NA
17386255,86,"鹿港老街周邊","2020-07-01 10:00:00","彰化縣","G","正常","120.43420000","24.05632000",NA,NA
17386256,87,"淡水老街周邊","2020-07-01 10:00:00","新北市","G","正常","121.43610000","25.17178000",NA,NA
17386257,88,"七星潭海岸風景特定區周邊","2020-07-01 10:00:00","花蓮縣","G","正常","121.62870000","24.02447000",NA,NA
17386258,89,"台東成功漁港、成功夜市周邊","2020-07-01 10:00:00","臺東縣","G","正常","121.38030000","23.10423000",NA,NA
17386259,90,"苗栗鯉魚潭觀景台周邊","2020-07-01 10:00:00","苗栗縣","G","正常","120.78280000","24.33260000",NA,NA
17386260,91,"關西老街周邊","2020-07-01 10:00:00","新竹縣","G","正常","121.17760000","24.79313000",NA,NA
17386261,93,"莿桐夜市周邊","2020-07-01 10:00:00","雲林縣","G","正常","120.49430000","23.75856000",NA,NA
17386262,94,"草屯太平路商圈周邊","2020-07-01 10:00:00","南投縣","G","正常","120.68510000","23.98029000",NA,NA
