"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1735
"南投縣","仁愛鄉",NA,3840
"南投縣","信義鄉",NA,3849
"南投縣","南投市",NA,24061
"南投縣","名間鄉",NA,6684
"南投縣","國姓鄉",NA,2320
"南投縣","埔里鎮",NA,16200
"南投縣","水里鄉",NA,2674
"南投縣","竹山鎮",NA,10216
"南投縣","草屯鎮",NA,22638
"南投縣","集集鎮",NA,1514
"南投縣","魚池鄉",NA,1867
"南投縣","鹿谷鄉",NA,2309
"台中市","中區",NA,4007
"台中市","北區",NA,39365
"台中市","北屯區",NA,72291
"台中市","南區",NA,34657
"台中市","南屯區",NA,46531
"台中市","后里區",NA,12183
"台中市","和平區",NA,1972
"台中市","外埔區",NA,8009
"台中市","大安區",NA,4099
"台中市","大甲區",NA,17665
"台中市","大肚區",NA,14178
"台中市","大里區",NA,55926
"台中市","大雅區",NA,26743
"台中市","太平區",NA,51788
"台中市","新社區",NA,3742
"台中市","東勢區",NA,9603
"台中市","東區",NA,20047
"台中市","梧棲區",NA,17440
"台中市","沙鹿區",NA,28237
"台中市","清水區",NA,22050
"台中市","潭子區",NA,27472
"台中市","烏日區",NA,21310
"台中市","石岡區",NA,2763
"台中市","神岡區",NA,16903
"台中市","西區",NA,27173
"台中市","西屯區",NA,65799
"台中市","豐原區",NA,38709
"台中市","霧峰區",NA,17082
"台中市","龍井區",NA,20782
"台北市","中山區",NA,57744
"台北市","中正區",NA,30645
"台北市","信義區",NA,56231
"台北市","內湖區",NA,68972
"台北市","北投區",NA,62611
"台北市","南港區",NA,32225
"台北市","士林區",NA,65752
"台北市","大同區",NA,31219
"台北市","大安區",NA,56883
"台北市","文山區",NA,66669
"台北市","松山區",NA,43651
"台北市","萬華區",NA,50653
"台南市","七股區",NA,3118
"台南市","下營區",NA,3726
"台南市","中西區",NA,14875
"台南市","仁德區",NA,20330
"台南市","佳里區",NA,11033
"台南市","六甲區",NA,4219
"台南市","北區",NA,29362
"台南市","北門區",NA,955
"台南市","南化區",NA,903
"台南市","南區",NA,28395
"台南市","善化區",NA,12814
"台南市","大內區",NA,1251
"台南市","學甲區",NA,3800
"台南市","安南區",NA,46878
"台南市","安定區",NA,6345
"台南市","安平區",NA,15110
"台南市","官田區",NA,4193
"台南市","將軍區",NA,2319
"台南市","山上區",NA,1635
"台南市","左鎮區",NA,596
"台南市","後壁區",NA,3492
"台南市","新化區",NA,9695
"台南市","新市區",NA,10701
"台南市","新營區",NA,16248
"台南市","東區",NA,38568
"台南市","東山區",NA,2600
"台南市","柳營區",NA,4513
"台南市","楠西區",NA,1025
"台南市","歸仁區",NA,16068
"台南市","永康區",NA,64582
"台南市","玉井區",NA,2192
"台南市","白河區",NA,3929
"台南市","西港區",NA,4655
"台南市","關廟區",NA,7864
"台南市","鹽水區",NA,4552
"台南市","麻豆區",NA,8459
"台南市","龍崎區",NA,337
"台東縣","卑南鄉",NA,3928
"台東縣","台東市",NA,31331
"台東縣","大武鄉",NA,965
"台東縣","太麻里鄉",NA,2309
"台東縣","延平鄉",NA,1081
"台東縣","成功鎮",NA,2787
"台東縣","東河鄉",NA,1545
"台東縣","池上鄉",NA,1371
"台東縣","海端鄉",NA,1308
"台東縣","綠島鄉",NA,787
"台東縣","蘭嶼鄉",NA,1353
"台東縣","達仁鄉",NA,776
"台東縣","金峰鄉",NA,1051
"台東縣","長濱鄉",NA,1050
"台東縣","關山鎮",NA,1760
"台東縣","鹿野鄉",NA,1575
"嘉義市","東區",NA,24944
"嘉義市","西區",NA,31276
"嘉義縣","中埔鄉",NA,8639
"嘉義縣","六腳鄉",NA,3055
"嘉義縣","大埔鄉",NA,261
"嘉義縣","大林鎮",NA,6155
"嘉義縣","太保市",NA,8351
"嘉義縣","布袋鎮",NA,2916
"嘉義縣","新港鄉",NA,5093
"嘉義縣","朴子市",NA,7757
"嘉義縣","東石鄉",NA,2373
"嘉義縣","梅山鄉",NA,2465
"嘉義縣","民雄鄉",NA,16885
"嘉義縣","水上鄉",NA,10669
"嘉義縣","溪口鄉",NA,2132
"嘉義縣","番路鄉",NA,1621
"嘉義縣","竹崎鄉",NA,5457
"嘉義縣","義竹鄉",NA,1645
"嘉義縣","阿里山鄉",NA,1171
"嘉義縣","鹿草鄉",NA,2299
"基隆市","七堵區",NA,17837
"基隆市","中山區",NA,14326
"基隆市","中正區",NA,17369
"基隆市","仁愛區",NA,12233
"基隆市","信義區",NA,17981
"基隆市","其他",NA,1
"基隆市","安樂區",NA,28400
"基隆市","暖暖區",NA,12704
"宜蘭縣","三星鄉",NA,5573
"宜蘭縣","五結鄉",NA,11591
"宜蘭縣","冬山鄉",NA,16086
"宜蘭縣","南澳鄉",NA,2567
"宜蘭縣","員山鄉",NA,8950
"宜蘭縣","壯圍鄉",NA,6211
"宜蘭縣","大同鄉",NA,2036
"宜蘭縣","宜蘭市",NA,26871
"宜蘭縣","礁溪鄉",NA,9963
"宜蘭縣","羅東鎮",NA,18538
"宜蘭縣","蘇澳鎮",NA,11305
"宜蘭縣","頭城鎮",NA,6798
"屏東縣","三地門鄉",NA,2013
"屏東縣","九如鄉",NA,4608
"屏東縣","佳冬鄉",NA,2726
"屏東縣","來義鄉",NA,2218
"屏東縣","內埔鄉",NA,12579
"屏東縣","南州鄉",NA,1799
"屏東縣","屏東市",NA,45348
"屏東縣","崁頂鄉",NA,2129
"屏東縣","恆春鎮",NA,6966
"屏東縣","新園鄉",NA,7507
"屏東縣","新埤鄉",NA,1673
"屏東縣","春日鄉",NA,1585
"屏東縣","東港鎮",NA,11215
"屏東縣","枋寮鄉",NA,4704
"屏東縣","枋山鄉",NA,709
"屏東縣","林邊鄉",NA,2812
"屏東縣","泰武鄉",NA,2047
"屏東縣","滿州鄉",NA,969
"屏東縣","潮州鎮",NA,12544
"屏東縣","牡丹鄉",NA,1232
"屏東縣","獅子鄉",NA,1241
"屏東縣","琉球鄉",NA,1920
"屏東縣","瑪家鄉",NA,2346
"屏東縣","竹田鄉",NA,4332
"屏東縣","萬丹鄉",NA,11424
"屏東縣","萬巒鄉",NA,3602
"屏東縣","車城鄉",NA,1477
"屏東縣","里港鄉",NA,4760
"屏東縣","長治鄉",NA,7457
"屏東縣","霧台鄉",NA,439
"屏東縣","高樹鄉",NA,3305
"屏東縣","鹽埔鄉",NA,5049
"屏東縣","麟洛鄉",NA,2206
"彰化縣","二林鎮",NA,10608
"彰化縣","二水鄉",NA,2519
"彰化縣","伸港鄉",NA,9422
"彰化縣","北斗鎮",NA,7353
"彰化縣","和美鎮",NA,24089
"彰化縣","員林市",NA,28120
"彰化縣","埔心鄉",NA,7971
"彰化縣","埔鹽鄉",NA,6162
"彰化縣","埤頭鄉",NA,5825
"彰化縣","大城鄉",NA,2346
"彰化縣","大村鄉",NA,9724
"彰化縣","彰化市",NA,55896
"彰化縣","永靖鄉",NA,6828
"彰化縣","溪州鄉",NA,4990
"彰化縣","溪湖鎮",NA,11450
"彰化縣","田中鎮",NA,8499
"彰化縣","田尾鄉",NA,4649
"彰化縣","社頭鄉",NA,8677
"彰化縣","福興鄉",NA,10717
"彰化縣","秀水鄉",NA,8947
"彰化縣","竹塘鄉",NA,2174
"彰化縣","線西鄉",NA,3987
"彰化縣","芬園鄉",NA,4748
"彰化縣","花壇鄉",NA,11549
"彰化縣","芳苑鄉",NA,6082
"彰化縣","鹿港鎮",NA,23493
"新北市","三峽區",NA,33185
"新北市","三芝區",NA,4533
"新北市","三重區",NA,140393
"新北市","中和區",NA,146238
"新北市","五股區",NA,32559
"新北市","八里區",NA,11942
"新北市","土城區",NA,80065
"新北市","坪林區",NA,667
"新北市","平溪區",NA,534
"新北市","新店區",NA,96521
"新北市","新莊區",NA,141682
"新北市","板橋區",NA,185899
"新北市","林口區",NA,36751
"新北市","樹林區",NA,55592
"新北市","永和區",NA,68322
"新北市","汐止區",NA,78892
"新北市","泰山區",NA,26045
"新北市","淡水區",NA,55470
"新北市","深坑區",NA,8699
"新北市","烏來區",NA,1204
"新北市","瑞芳區",NA,9549
"新北市","石碇區",NA,1107
"新北市","石門區",NA,1070
"新北市","萬里區",NA,3608
"新北市","蘆洲區",NA,67750
"新北市","貢寮區",NA,1222
"新北市","金山區",NA,4403
"新北市","雙溪區",NA,919
"新北市","鶯歌區",NA,27767
"新竹市","北區",NA,40559
"新竹市","東區",NA,64532
"新竹市","香山區",NA,23257
"新竹縣","五峰鄉",NA,965
"新竹縣","北埔鄉",NA,1671
"新竹縣","寶山鄉",NA,4067
"新竹縣","尖石鄉",NA,2190
"新竹縣","峨眉鄉",NA,800
"新竹縣","新埔鎮",NA,8538
"新竹縣","新豐鄉",NA,16804
"新竹縣","橫山鄉",NA,2650
"新竹縣","湖口鄉",NA,28030
"新竹縣","竹北市",NA,60154
"新竹縣","竹東鎮",NA,29096
"新竹縣","芎林鄉",NA,5105
"新竹縣","關西鎮",NA,6433
"桃園市","中壢區",NA,126760
"桃園市","八德區",NA,62892
"桃園市","大園區",NA,25203
"桃園市","大溪區",NA,27328
"桃園市","平鎮區",NA,66289
"桃園市","復興區",NA,2739
"桃園市","新屋區",NA,12670
"桃園市","桃園區",NA,137393
"桃園市","楊梅區",NA,51045
"桃園市","蘆竹區",NA,54785
"桃園市","觀音區",NA,21267
"桃園市","龍潭區",NA,34638
"桃園市","龜山區",NA,61864
"澎湖縣","七美鄉",NA,254
"澎湖縣","望安鄉",NA,237
"澎湖縣","湖西鄉",NA,3123
"澎湖縣","白沙鄉",NA,1074
"澎湖縣","西嶼鄉",NA,1093
"澎湖縣","馬公市",NA,13828
"空值","空值",33411,NA
"花蓮縣","光復鄉",NA,2952
"花蓮縣","卓溪鄉",NA,1737
"花蓮縣","吉安鄉",NA,29357
"花蓮縣","壽豐鄉",NA,5381
"花蓮縣","富里鄉",NA,1928
"花蓮縣","新城鄉",NA,7957
"花蓮縣","玉里鎮",NA,7074
"花蓮縣","瑞穗鄉",NA,2282
"花蓮縣","秀林鄉",NA,6287
"花蓮縣","花蓮市",NA,30547
"花蓮縣","萬榮鄉",NA,1963
"花蓮縣","豐濱鄉",NA,810
"花蓮縣","鳳林鎮",NA,2332
"苗栗縣","三灣鄉",NA,1208
"苗栗縣","三義鄉",NA,3323
"苗栗縣","公館鄉",NA,7114
"苗栗縣","卓蘭鎮",NA,2350
"苗栗縣","南庄鄉",NA,1717
"苗栗縣","大湖鄉",NA,2121
"苗栗縣","後龍鎮",NA,7888
"苗栗縣","泰安鄉",NA,1540
"苗栗縣","獅潭鄉",NA,484
"苗栗縣","竹南鎮",NA,27141
"苗栗縣","苑裡鎮",NA,10486
"苗栗縣","苗栗市",NA,22167
"苗栗縣","西湖鄉",NA,917
"苗栗縣","通霄鎮",NA,6399
"苗栗縣","造橋鄉",NA,3780
"苗栗縣","銅鑼鄉",NA,3120
"苗栗縣","頭份市",NA,30175
"苗栗縣","頭屋鄉",NA,2283
"連江縣","北竿鄉",NA,458
"連江縣","南竿鄉",NA,1694
"連江縣","東引鄉",NA,483
"連江縣","莒光鄉",NA,196
"金門縣","烈嶼鄉",NA,717
"金門縣","烏坵鄉",NA,11
"金門縣","金城鎮",NA,4264
"金門縣","金寧鄉",NA,4288
"金門縣","金沙鎮",NA,1927
"金門縣","金湖鎮",NA,4042
"雲林縣","二崙鄉",NA,3548
"雲林縣","元長鄉",NA,3468
"雲林縣","北港鎮",NA,6537
"雲林縣","口湖鄉",NA,2768
"雲林縣","古坑鄉",NA,5108
"雲林縣","台西鄉",NA,3034
"雲林縣","四湖鄉",NA,2360
"雲林縣","土庫鎮",NA,4822
"雲林縣","大埤鄉",NA,2967
"雲林縣","崙背鄉",NA,3757
"雲林縣","斗六市",NA,26483
"雲林縣","斗南鎮",NA,8950
"雲林縣","東勢鄉",NA,1951
"雲林縣","林內鄉",NA,2806
"雲林縣","水林鄉",NA,2672
"雲林縣","莿桐鄉",NA,5471
"雲林縣","虎尾鎮",NA,17977
"雲林縣","褒忠鄉",NA,2098
"雲林縣","西螺鎮",NA,9071
"雲林縣","麥寮鄉",NA,6933
"高雄市","三民區",NA,79520
"高雄市","仁武區",NA,25515
"高雄市","內門區",NA,1873
"高雄市","六龜區",NA,1655
"高雄市","前金區",NA,8766
"高雄市","前鎮區",NA,45878
"高雄市","大寮區",NA,31257
"高雄市","大樹區",NA,9225
"高雄市","大社區",NA,8844
"高雄市","小港區",NA,40009
"高雄市","岡山區",NA,24233
"高雄市","左營區",NA,46157
"高雄市","彌陀區",NA,4085
"高雄市","新興區",NA,11028
