"縣市","Sum_Inter","Sum_Local"
"南投縣",1,1
"台中市",32,5
"台北市",100,8
"台南市",13,1
"嘉義市",3,NA
"嘉義縣",2,NA
"基隆市",5,1
"宜蘭縣",2,NA
"屏東縣",7,NA
"彰化縣",14,4
"新北市",69,17
"新竹市",8,3
"新竹縣",6,NA
"桃園市",29,14
"苗栗縣",3,NA
"雲林縣",4,NA
"高雄市",28,NA
