"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePop"
"132","6258","20220412031000","100","2","屏東縣","恆春鎮","120.745","21.945","194"
"85","9415","20220412031000","75","1","屏東縣","恆春鎮","120.715","21.970","123"
"71","9416","20220412031000","49","2","屏東縣","恆春鎮","120.845","21.970","114"
"235","15716","20220412031000","226","1","臺東縣","蘭嶼鄉","121.535","22.025","258"
"21","15719","20220412031000","305","0","臺東縣","蘭嶼鄉","121.550","22.025","30"
"32","18068","20220412031000","35","0","屏東縣","車城鄉","120.695","22.045","104"
"45","20191","20220412031000","570","0","臺東縣","蘭嶼鄉","121.570","22.065","65"
"65","40369","20220412031000","59","1","屏東縣","枋山鄉","120.660","22.245","133"
"60","46865","20220412031000","69","0","臺東縣","大武鄉","120.890","22.305","106"
"170","49782","20220412031000","167","1","屏東縣","琉球鄉","120.355","22.330","355"
"208","49783","20220412031000","144","2","屏東縣","琉球鄉","120.375","22.330","374"
"319","52213","20220412031000","259","2","屏東縣","琉球鄉","120.380","22.355","573"
"16","57554","20220412031000","15","1","屏東縣","春日鄉","120.645","22.355","22"
"13","57589","20220412031000","15","0","屏東縣","春日鄉","120.660","22.365","27"
"83","57606","20220412031000","52","3","屏東縣","春日鄉","120.665","22.365","124"
"96","57748","20220412031000","72","2","屏東縣","春日鄉","120.750","22.405","92"
"196","57758","20220412031000","158","2","屏東縣","春日鄉","120.625","22.365","241"
"218","57858","20220412031000","187","1","屏東縣","恆春鎮","120.730","21.985","249"
"12","57868","20220412031000","230","0","屏東縣","車城鄉","120.730","22.055","33"
"94","57949","20220412031000","65","2","屏東縣","車城鄉","120.715","22.050","105"
"165","57951","20220412031000","129","2","屏東縣","車城鄉","120.710","22.055","260"
"180","57952","20220412031000","150","2","屏東縣","枋寮鄉","120.595","22.375","209"
"664","57962","20220412031000","412","3","屏東縣","枋寮鄉","120.595","22.385","927"
"351","57963","20220412031000","386","0","屏東縣","枋寮鄉","120.600","22.385","463"
"14","57992","20220412031000","14","1","屏東縣","滿州鄉","120.890","22.090","28"
"18","58112","20220412031000","12","3","屏東縣","滿州鄉","120.805","22.015","24"
"125","58150","20220412031000","83","3","屏東縣","滿州鄉","120.875","22.115","105"
"124","58209","20220412031000","90","2","屏東縣","滿州鄉","120.840","21.985","220"
"47","58243","20220412031000","39","2","屏東縣","滿州鄉","120.840","22.015","62"
"249","58245","20220412031000","202","2","屏東縣","滿州鄉","120.835","22.020","315"
"22","58246","20220412031000","16","2","屏東縣","滿州鄉","120.840","22.020","21"
"119","58248","20220412031000","109","1","屏東縣","滿州鄉","120.830","22.025","202"
"287","58265","20220412031000","226","2","屏東縣","滿州鄉","120.830","21.995","462"
"26","58303","20220412031000","23","1","屏東縣","滿州鄉","120.850","22.020","36"
"64","58452","20220412031000","46","2","屏東縣","滿州鄉","120.830","22.075","85"
"17","58493","20220412031000","21","0","屏東縣","滿州鄉","120.830","22.095","30"
"23","58500","20220412031000","19","2","屏東縣","滿州鄉","120.840","22.100","40"
"60","58514","20220412031000","49","2","屏東縣","枋山鄉","120.665","22.240","102"
"156","58522","20220412031000","133","1","屏東縣","枋山鄉","120.650","22.260","203"
"28","58529","20220412031000","221","0","屏東縣","枋山鄉","120.690","22.190","44"
"33","58531","20220412031000","94","0","屏東縣","枋山鄉","120.690","22.195","28"
"14","58544","20220412031000","10","2","屏東縣","佳冬鄉","120.525","22.410","17"
"263","58554","20220412031000","501","0","屏東縣","恆春鎮","120.740","22.030","298"
"20","58568","20220412031000","146","0","屏東縣","恆春鎮","120.735","22.040","24"
"128","58585","20220412031000","52","3","屏東縣","恆春鎮","120.720","22.045","31"
"27","58614","20220412031000","411","0","屏東縣","恆春鎮","120.755","21.960","59"
"23","58615","20220412031000","20","1","屏東縣","恆春鎮","120.760","21.960","11"
"290","58618","20220412031000","569","0","屏東縣","恆春鎮","120.755","21.965","300"
"186","58635","20220412031000","158","1","屏東縣","恆春鎮","120.750","21.980","290"
"368","58656","20220412031000","228","3","屏東縣","恆春鎮","120.730","22.010","573"
"310","58663","20220412031000","370","0","屏東縣","恆春鎮","120.745","22.005","400"
"296","58680","20220412031000","233","2","屏東縣","恆春鎮","120.730","21.995","368"
"18","58690","20220412031000","28","0","屏東縣","恆春鎮","120.740","21.920","26"
"207","58691","20220412031000","184","1","屏東縣","恆春鎮","120.725","21.925","490"
"20","58698","20220412031000","17","1","屏東縣","恆春鎮","120.715","21.935","33"
"74","58705","20220412031000","76","0","屏東縣","恆春鎮","120.730","21.940","173"
"35","58707","20220412031000","35","1","屏東縣","恆春鎮","120.715","21.945","94"
"204","58723","20220412031000","168","2","屏東縣","恆春鎮","120.720","21.960","286"
"1102","58725","20220412031000","1146","0","屏東縣","恆春鎮","120.740","22.010","1285"
"11","58785","20220412031000","60","0","屏東縣","恆春鎮","120.720","22.040","26"
"69","58793","20220412031000","44","3","屏東縣","恆春鎮","120.695","22.020","111"
"24","58796","20220412031000","17","2","屏東縣","恆春鎮","120.710","22.020","35"
"103","58818","20220412031000","112","0","屏東縣","恆春鎮","120.850","21.905","181"
"17","58819","20220412031000","15","1","屏東縣","恆春鎮","120.855","21.905","22"
"58","58824","20220412031000","46","2","屏東縣","恆春鎮","120.850","21.910","139"
"189","58829","20220412031000","131","2","屏東縣","恆春鎮","120.850","21.915","201"
"58","58837","20220412031000","50","1","屏東縣","恆春鎮","120.830","21.925","170"
"71","58849","20220412031000","118","0","屏東縣","恆春鎮","120.825","21.935","170"
"14","58859","20220412031000","13","1","屏東縣","恆春鎮","120.840","21.940","13"
"242","58893","20220412031000","225","1","屏東縣","車城鄉","120.715","22.070","383"
"80","58924","20220412031000","44","3","屏東縣","獅子鄉","120.730","22.195","126"
"95","58971","20220412031000","80","1","屏東縣","獅子鄉","120.725","22.210","124"
"14","58997","20220412031000","12","1","屏東縣","獅子鄉","120.785","22.215","14"
"565","59115","20220412031000","437","2","屏東縣","琉球鄉","120.380","22.350","986"
"348","59117","20220412031000","335","1","屏東縣","琉球鄉","120.365","22.325","581"
"305","59120","20220412031000","269","1","屏東縣","琉球鄉","120.370","22.335","527"
"69","59149","20220412031000","117","0","屏東縣","獅子鄉","120.660","22.275","143"
"86","59469","20220412031000","70","2","屏東縣","獅子鄉","120.650","22.315","115"
"124","59772","20220412031000","99","2","屏東縣","獅子鄉","120.685","22.225","165"
"130","60023","20220412031000","124","1","屏東縣","獅子鄉","120.700","22.165","232"
"80","60065","20220412031000","68","1","屏東縣","獅子鄉","120.800","22.230","106"
"1258","60172","20220412031000","1385","0","屏東縣","琉球鄉","120.370","22.340","2041"
"18","60173","20220412031000","19","0","屏東縣","琉球鄉","120.370","22.345","35"
"91","60174","20220412031000","85","1","屏東縣","琉球鄉","120.375","22.345","121"
"88","60189","20220412031000","72","2","屏東縣","車城鄉","120.700","22.040","155"
"59","60193","20220412031000","53","1","屏東縣","車城鄉","120.700","22.050","49"
"30","60196","20220412031000","25","2","屏東縣","琉球鄉","120.365","22.340","55"
"186","60198","20220412031000","167","1","屏東縣","琉球鄉","120.370","22.350","374"
"282","60206","20220412031000","199","2","屏東縣","車城鄉","120.715","22.065","376"
"13","60213","20220412031000","156","0","屏東縣","車城鄉","120.720","22.090","21"
"23","60234","20220412031000","23","1","屏東縣","車城鄉","120.715","22.115","29"
"838","60246","20220412031000","577","2","屏東縣","琉球鄉","120.385","22.350","1406"
"93","60260","20220412031000","58","3","屏東縣","車城鄉","120.740","22.085","125"
"235","60283","20220412031000","198","1","屏東縣","車城鄉","120.750","22.095","336"
