"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1947
"南投縣","仁愛鄉",NA,4081
"南投縣","信義鄉",NA,4150
"南投縣","南投市",NA,27112
"南投縣","名間鄉",NA,7667
"南投縣","國姓鄉",NA,2616
"南投縣","埔里鎮",NA,18039
"南投縣","水里鄉",NA,3020
"南投縣","竹山鎮",NA,11210
"南投縣","草屯鎮",NA,25617
"南投縣","集集鎮",NA,1710
"南投縣","魚池鄉",NA,2120
"南投縣","鹿谷鄉",NA,2560
"台中市","中區",NA,4382
"台中市","北區",NA,44488
"台中市","北屯區",NA,82224
"台中市","南區",NA,39339
"台中市","南屯區",NA,52447
"台中市","后里區",NA,13859
"台中市","和平區",NA,2106
"台中市","外埔區",NA,9068
"台中市","大安區",NA,4672
"台中市","大甲區",NA,19777
"台中市","大肚區",NA,15873
"台中市","大里區",NA,62175
"台中市","大雅區",NA,29953
"台中市","太平區",NA,57617
"台中市","新社區",NA,4250
"台中市","東勢區",NA,10953
"台中市","東區",NA,22311
"台中市","梧棲區",NA,19296
"台中市","沙鹿區",NA,31949
"台中市","清水區",NA,24985
"台中市","潭子區",NA,31226
"台中市","烏日區",NA,23862
"台中市","石岡區",NA,3037
"台中市","神岡區",NA,18677
"台中市","西區",NA,30613
"台中市","西屯區",NA,74127
"台中市","豐原區",NA,43444
"台中市","霧峰區",NA,19057
"台中市","龍井區",NA,23140
"台北市","中山區",NA,64939
"台北市","中正區",NA,34548
"台北市","信義區",NA,62969
"台北市","內湖區",NA,77909
"台北市","北投區",NA,69799
"台北市","南港區",NA,35860
"台北市","士林區",NA,73858
"台北市","大同區",NA,34624
"台北市","大安區",NA,64561
"台北市","文山區",NA,75310
"台北市","松山區",NA,49225
"台北市","萬華區",NA,55282
"台南市","七股區",NA,3409
"台南市","下營區",NA,4126
"台南市","中西區",NA,16536
"台南市","仁德區",NA,22500
"台南市","佳里區",NA,12217
"台南市","六甲區",NA,4762
"台南市","北區",NA,32630
"台南市","北門區",NA,1087
"台南市","南化區",NA,1019
"台南市","南區",NA,31131
"台南市","善化區",NA,14307
"台南市","大內區",NA,1359
"台南市","學甲區",NA,4265
"台南市","安南區",NA,51626
"台南市","安定區",NA,6981
"台南市","安平區",NA,16858
"台南市","官田區",NA,4754
"台南市","將軍區",NA,2616
"台南市","山上區",NA,1744
"台南市","左鎮區",NA,634
"台南市","後壁區",NA,3989
"台南市","新化區",NA,10582
"台南市","新市區",NA,11942
"台南市","新營區",NA,18343
"台南市","東區",NA,43198
"台南市","東山區",NA,2933
"台南市","柳營區",NA,4921
"台南市","楠西區",NA,1147
"台南市","歸仁區",NA,17855
"台南市","永康區",NA,71311
"台南市","玉井區",NA,2359
"台南市","白河區",NA,4397
"台南市","西港區",NA,5164
"台南市","關廟區",NA,8549
"台南市","鹽水區",NA,5071
"台南市","麻豆區",NA,9576
"台南市","龍崎區",NA,361
"台東縣","卑南鄉",NA,4270
"台東縣","台東市",NA,34717
"台東縣","大武鄉",NA,1047
"台東縣","太麻里鄉",NA,2533
"台東縣","延平鄉",NA,1116
"台東縣","成功鎮",NA,3018
"台東縣","東河鄉",NA,1642
"台東縣","池上鄉",NA,1561
"台東縣","海端鄉",NA,1361
"台東縣","綠島鄉",NA,829
"台東縣","蘭嶼鄉",NA,1422
"台東縣","達仁鄉",NA,825
"台東縣","金峰鄉",NA,1107
"台東縣","長濱鄉",NA,1131
"台東縣","關山鎮",NA,1901
"台東縣","鹿野鄉",NA,1682
"嘉義市","東區",NA,28231
"嘉義市","西區",NA,35077
"嘉義縣","中埔鄉",NA,9827
"嘉義縣","六腳鄉",NA,3454
"嘉義縣","大埔鄉",NA,278
"嘉義縣","大林鎮",NA,6799
"嘉義縣","太保市",NA,9441
"嘉義縣","布袋鎮",NA,3258
"嘉義縣","新港鄉",NA,5740
