"縣市","Sum_Inter","Sum_Local"
"南投縣",1,1
"台中市",20,4
"台北市",49,3
"台南市",8,1
"基隆市",1,NA
"宜蘭縣",1,NA
"屏東縣",3,NA
"彰化縣",4,4
"新北市",37,14
"新竹市",4,NA
"新竹縣",2,NA
"桃園市",12,10
"苗栗縣",1,NA
"雲林縣",3,NA
"高雄市",12,NA
