"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,1
"台中市",NA,5
"台北市",NA,8
"台南市",NA,1
"基隆市",NA,1
"彰化縣",NA,4
"新北市",NA,18
"新竹市",NA,3
"桃園市",NA,14
"空值",431,NA
