"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,23
"台中市",NA,158
"台北市",NA,3333
"台南市",NA,33
"台東縣",NA,21
"嘉義市",NA,7
"嘉義縣",NA,13
"基隆市",NA,168
"宜蘭縣",NA,74
"屏東縣",NA,28
"彰化縣",NA,200
"新北市",NA,4462
"新竹市",NA,25
"新竹縣",NA,24
"桃園市",NA,446
"澎湖縣",NA,2
"空值",1198,NA
"花蓮縣",NA,38
"苗栗縣",NA,122
"連江縣",NA,4
"雲林縣",NA,12
"高雄市",NA,55
