"MD_","type","ID","fname","圖徵NO","HYD類別","DataName","geometry","buildtime","releasetime","MataData_URL","MataData_XML","URL_data"
23,"SHP","MD_ID=23&type=SHP","flood_350mm_6hr",,,"淹水潛勢圖_定量降雨6小時350mm","面","2018/11/05","2020/08/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=23&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=23&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=flood_350mm_6hr&filetype=SHP"
24,"SHP","MD_ID=24&type=SHP","flood_200mm_12hr",,,"淹水潛勢圖_定量降雨12小時200mm","面","2018/11/05","2020/08/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=24&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=24&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=flood_200mm_12hr&filetype=SHP"
25,"SHP","MD_ID=25&type=SHP","flood_300mm_12hr",,,"淹水潛勢圖_定量降雨12小時300mm","面","2018/11/05","2020/08/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=25&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=25&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=flood_300mm_12hr&filetype=SHP"
26,"SHP","MD_ID=26&type=SHP","flood_400mm_12hr",,,"淹水潛勢圖_定量降雨12小時400mm","面","2018/11/05","2020/08/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=26&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=26&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=flood_400mm_12hr&filetype=SHP"
27,"SHP","MD_ID=27&type=SHP","flood_200mm_24hr",,,"淹水潛勢圖_定量降雨24小時200mm","面","2018/11/05","2020/08/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=27&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=27&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=flood_200mm_24hr&filetype=SHP"
28,"SHP","MD_ID=28&type=SHP","flood_350mm_24hr",,,"淹水潛勢圖_定量降雨24小時350mm","面","2018/11/05","2020/08/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=28&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=28&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=flood_350mm_24hr&filetype=SHP"
29,"SHP","MD_ID=29&type=SHP","flood_500mm_24hr",,,"淹水潛勢圖_定量降雨24小時500mm","面","2018/11/05","2020/08/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=29&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=29&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=flood_500mm_24hr&filetype=SHP"
30,"SHP","MD_ID=30&type=SHP","flood_650mm_24hr",,,"淹水潛勢圖_定量降雨24小時650mm","面","2018/11/05","2020/08/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=30&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=30&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=flood_650mm_24hr&filetype=SHP"
31,"SHP","MD_ID=31&type=SHP","CoastalProtectionZone",,,"一級海岸災害防治區","面","2020/06/15","2020/11/17","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=31&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=31&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CoastalProtectionZone&filetype=SHP"
32,"SHP","MD_ID=32&type=SHP","CoastalBufferZone",,,"一級海岸陸域緩衝區","面","2020/06/15","2020/11/17","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=32&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=32&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CoastalBufferZone&filetype=SHP"
33,"SHP","MD_ID=33&type=SHP","gwqmosta",,,"地下水水質監測站位置圖","點","2007/05/31","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=33&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=33&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwqmosta&filetype=SHP"
40,"SHP","MD_ID=40&type=SHP","DRWell",,,"公有單位抗旱井","點","2016/10/10","2016/11/03","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=40&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=40&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=DRWell&filetype=SHP"
45,"SHP","MD_ID=45&type=SHP","TW9091",,,"平均下陷速率圖_2001至2002","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=45&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=45&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9091&filetype=SHP"
46,"SHP","MD_ID=46&type=SHP","TW9192",,,"平均下陷速率圖_2002至2003","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=46&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=46&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9192&filetype=SHP"
47,"SHP","MD_ID=47&type=SHP","TW9293",,,"平均下陷速率圖_2003至2004","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=47&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=47&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9293&filetype=SHP"
48,"SHP","MD_ID=48&type=SHP","TW9394",,,"平均下陷速率圖_2004至2005","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=48&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=48&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9394&filetype=SHP"
49,"SHP","MD_ID=49&type=SHP","TW9495",,,"平均下陷速率圖_2005至2006","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=49&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=49&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9495&filetype=SHP"
50,"SHP","MD_ID=50&type=SHP","TW9596",,,"平均下陷速率圖_2006至2007","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=50&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=50&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9596&filetype=SHP"
51,"SHP","MD_ID=51&type=SHP","TW9697",,,"平均下陷速率圖_2007至2008","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=51&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=51&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9697&filetype=SHP"
52,"SHP","MD_ID=52&type=SHP","TW9798",,,"平均下陷速率圖_2008至2009","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=52&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=52&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9798&filetype=SHP"
53,"SHP","MD_ID=53&type=SHP","TW9899",,,"平均下陷速率圖_2009至2010","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=53&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=53&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9899&filetype=SHP"
54,"SHP","MD_ID=54&type=SHP","TW9900",,,"平均下陷速率圖_2010至2011","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=54&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=54&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW9900&filetype=SHP"
55,"SHP","MD_ID=55&type=SHP","TW0001",,,"平均下陷速率圖_2011至2012","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=55&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=55&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW0001&filetype=SHP"
56,"SHP","MD_ID=56&type=SHP","TW0102",,,"平均下陷速率圖_2012至2013","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=56&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=56&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW0102&filetype=SHP"
57,"SHP","MD_ID=57&type=SHP","TW0203",,,"平均下陷速率圖_2013至2014","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=57&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=57&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW0203&filetype=SHP"
58,"SHP","MD_ID=58&type=SHP","TW0304",,,"平均下陷速率圖_2014至2015","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=58&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=58&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW0304&filetype=SHP"
59,"SHP","MD_ID=59&type=SHP","TW0405",,,"平均下陷速率圖_2015至2016","線","2016/05/31","2017/12/08","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=59&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=59&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW0405&filetype=SHP"
60,"SHP","MD_ID=60&type=SHP","TW0506",,,"平均下陷速率圖_2016至2017","線","2018/04/30","2018/12/03","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=60&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=60&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW0506&filetype=SHP"
61,"SHP","MD_ID=61&type=SHP","TW0607",,,"平均下陷速率圖_2017至2018","線","2017/08/13","2020/09/15","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=61&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=61&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW0607&filetype=SHP"
62,"SHP","MD_ID=62&type=SHP","TW0708",,,"平均下陷速率圖_2018至2019","線","2020/01/31","2020/05/05","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=62&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=62&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW0708&filetype=SHP"
63,"SHP","MD_ID=63&type=SHP","TW108109",,,"平均下陷速率圖_2019至2020","線","2021/6/10","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=63&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=63&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW108109&filetype=SHP"
64,"SHP","MD_ID=64&type=SHP","TW_109",,,"全台累積下陷等值圖_至109年","線","2021/6/10","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=64&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=64&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TW_109&filetype=SHP"
65,"SHP","MD_ID=65&type=SHP","TP83109",,,"臺北累積下陷量等值圖_83至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=65&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=65&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TP83109&filetype=SHP"
66,"SHP","MD_ID=66&type=SHP","TP83103",,,"臺北累積下陷量等值圖_83至103年","線","2016/12/05","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=66&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=66&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TP83103&filetype=SHP"
67,"SHP","MD_ID=67&type=SHP","TP108109",,,"臺北平均下陷速率等值圖_108至109年","點","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=67&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=67&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TP108109&filetype=SHP"
68,"SHP","MD_ID=68&type=SHP","TY9199",,,"桃園累積下陷量等值圖_91至106年","線","2018/01/05","2018/06/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=68&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=68&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TY9199&filetype=SHP"
69,"SHP","MD_ID=69&type=SHP","CH81104",,,"彰化累積下陷量等值圖_81至108年","線","2020/01/31","2020/05/05","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=69&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=69&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CH81104&filetype=SHP"
70,"SHP","MD_ID=70&type=SHP","CH81109",,,"彰化累積下陷量等值圖_81至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=70&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=70&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CH81109&filetype=SHP"
71,"SHP","MD_ID=71&type=SHP","CH106107",,,"彰化平均下陷速率等值圖_106至107年","線","2020/08/13","2020/09/15","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=71&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=71&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CH106107&filetype=SHP"
72,"SHP","MD_ID=72&type=SHP","CH108109",,,"彰化平均下陷速率等值圖_108至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=72&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=72&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CH108109&filetype=SHP"
73,"SHP","MD_ID=73&type=SHP","YL81104",,,"雲林累積下陷量等值圖_81至108年","線","2020/01/31","2020/05/05","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=73&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=73&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=YL81104&filetype=SHP"
74,"SHP","MD_ID=74&type=SHP","YL81109",,,"雲林累積下陷量等值圖_81至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=74&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=74&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=YL81109&filetype=SHP"
75,"SHP","MD_ID=75&type=SHP","YL106107",,,"雲林平均下陷速率等值圖_106至107年","線","2020/08/13","2020/09/15","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=75&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=75&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=YL106107&filetype=SHP"
76,"SHP","MD_ID=76&type=SHP","YL108109",,,"雲林平均下陷速率等值圖_108至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=76&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=76&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=YL108109&filetype=SHP"
77,"SHP","MD_ID=77&type=SHP","CY80104",,,"嘉義累積下陷量等值圖_80至108年","線","2020/01/31","2020/05/05","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=77&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=77&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CY80104&filetype=SHP"
78,"SHP","MD_ID=78&type=SHP","CY80109",,,"嘉義累積下陷量等值圖_80至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=78&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=78&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CY80109&filetype=SHP"
79,"SHP","MD_ID=79&type=SHP","CY106107",,,"嘉義平均下陷速率等值圖_106至107年","線","2020/08/13","2020/09/15","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=79&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=79&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CY106107&filetype=SHP"
80,"SHP","MD_ID=80&type=SHP","CY108109",,,"嘉義平均下陷速率等值圖_108至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=80&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=80&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CY108109&filetype=SHP"
81,"SHP","MD_ID=81&type=SHP","TN90103",,,"臺南累積下陷量等值圖_90至108年","線","2020/01/31","2020/05/05","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=81&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=81&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TN90103&filetype=SHP"
82,"SHP","MD_ID=82&type=SHP","KH9198",,,"舊高雄縣累積下陷量等值圖_91至98年","線","2016/12/05","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=82&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=82&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=KH9198&filetype=SHP"
83,"SHP","MD_ID=83&type=SHP","KH95104",,,"高雄累積下陷量等值圖_95至104年","線","2016/12/05","2017/10/26","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=83&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=83&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=KH95104&filetype=SHP"
84,"SHP","MD_ID=84&type=SHP","KH95109",,,"高雄累積下陷量等值圖_95至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=84&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=84&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=KH95109&filetype=SHP"
85,"SHP","MD_ID=85&type=SHP","KH108109",,,"高雄平均下陷速率等值圖_108至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=85&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=85&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=KH108109&filetype=SHP"
86,"SHP","MD_ID=86&type=SHP","PT83104",,,"屏東累積下陷量等值圖_83至108年","線","2020/01/31","2020/05/05","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=86&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=86&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=PT83104&filetype=SHP"
87,"SHP","MD_ID=87&type=SHP","PT90109",,,"屏東累積下陷量等值圖_90至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=87&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=87&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=PT90109&filetype=SHP"
88,"SHP","MD_ID=88&type=SHP","PT106107",,,"屏東平均下陷速率等值圖_106至107年","線","2020/08/13","2020/09/15","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=88&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=88&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=PT106107&filetype=SHP"
89,"SHP","MD_ID=89&type=SHP","PT108109",,,"屏東平均下陷速率等值圖_108至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=89&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=89&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=PT108109&filetype=SHP"
90,"SHP","MD_ID=90&type=SHP","IL81103",,,"宜蘭地區累積下陷量等值圖_81至103年","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=90&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=90&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=IL81103&filetype=SHP"
91,"SHP","MD_ID=91&type=SHP","IL106107",,,"宜蘭平均下陷速率等值圖_106至107年","線","2020/08/13","2020/09/15","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=91&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=91&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=IL106107&filetype=SHP"
