"MD_","type","ID","fname","圖徵NO","HYD類別","DataName","geometry","buildtime","releasetime","MataData_URL","MataData_XML","URL_data"
54,"KML","MD_ID=54&type=KML","CY106107",,,"嘉義平均下陷速率等值圖_106至107年","線","2020/08/13","2020/09/15","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=54&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=54&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CY106107&filetype=KML"
55,"KML","MD_ID=55&type=KML","CY108109",,,"嘉義平均下陷速率等值圖_108至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=55&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=55&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CY108109&filetype=KML"
56,"KML","MD_ID=56&type=KML","TN90103",,,"臺南累積下陷量等值圖_90至108年","線","2020/01/31","2020/05/05","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=56&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=56&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TN90103&filetype=KML"
57,"KML","MD_ID=57&type=KML","KH9198",,,"舊高雄縣累積下陷量等值圖_91至98年","線","2016/12/05","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=57&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=57&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=KH9198&filetype=KML"
58,"KML","MD_ID=58&type=KML","KH95104",,,"高雄累積下陷量等值圖_95至104年","線","2016/12/05","2017/10/26","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=58&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=58&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=KH95104&filetype=KML"
59,"KML","MD_ID=59&type=KML","KH95109",,,"高雄累積下陷量等值圖_95至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=59&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=59&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=KH95109&filetype=KML"
60,"KML","MD_ID=60&type=KML","KH108109",,,"高雄平均下陷速率等值圖_108至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=60&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=60&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=KH108109&filetype=KML"
61,"KML","MD_ID=61&type=KML","PT83104",,,"屏東累積下陷量等值圖_83至108年","線","2020/01/31","2020/05/05","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=61&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=61&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=PT83104&filetype=KML"
62,"KML","MD_ID=62&type=KML","PT90109",,,"屏東累積下陷量等值圖_90至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=62&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=62&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=PT90109&filetype=KML"
63,"KML","MD_ID=63&type=KML","PT106107",,,"屏東平均下陷速率等值圖_106至107年","線","2020/08/13","2020/09/15","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=63&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=63&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=PT106107&filetype=KML"
64,"KML","MD_ID=64&type=KML","PT108109",,,"屏東平均下陷速率等值圖_108至109年","線","2021/6/11","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=64&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=64&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=PT108109&filetype=KML"
65,"KML","MD_ID=65&type=KML","IL81103",,,"宜蘭地區累積下陷量等值圖_81至103年","線","2016/03/31","2016/10/06","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=65&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=65&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=IL81103&filetype=KML"
66,"KML","MD_ID=66&type=KML","IL106107",,,"宜蘭平均下陷速率等值圖_106至107年","線","2020/08/13","2020/09/15","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=66&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=66&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=IL106107&filetype=KML"
67,"KML","MD_ID=67&type=KML","GWREGION",,,"地下水分區範圍圖","面","2000/07/31","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=67&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=67&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=GWREGION&filetype=KML"
68,"KML","MD_ID=68&type=KML","WATRELIN",,,"水利署及所屬單位位置圖","點","2012/7/26","2012/7","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=68&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=68&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=WATRELIN&filetype=KML"
69,"KML","MD_ID=69&type=KML","RIVREGLN",,,"中央管河川區域","面","2021/05/19","2021/05/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=69&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=69&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVREGLN&filetype=KML"
70,"KML","MD_ID=70&type=KML","coastdik",,,"一般性海堤區域","面","2021/05/19","2021/05/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=70&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=70&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=coastdik&filetype=KML"
71,"KML","MD_ID=71&type=KML","REGDL",,,"中央管排水設施範圍","面","2019/12/11","2020/05/22","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=71&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=71&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=REGDL&filetype=KML"
72,"KML","MD_ID=72&type=KML","RIVERL",,,"中央管河川區域線","線","2021/05/19","2021/05/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=72&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=72&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVERL&filetype=KML"
73,"KML","MD_ID=73&type=KML","gwconare",,,"地下水第一級管制區","面","2018/12/25","2020/07/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=73&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=73&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwconare&filetype=KML"
74,"KML","MD_ID=74&type=KML","gwconare2",,,"地下水第二級管制區","面","2018/12/25","2020/07/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=74&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=74&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwconare2&filetype=KML"
75,"KML","MD_ID=75&type=KML","reservoir",,,"水庫集水區","面","2020/09/18","2020/10/21","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=75&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=75&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=reservoir&filetype=KML"
76,"KML","MD_ID=76&type=KML","reservoir_insidearea",,,"水庫集水區敏感區範圍：邊界向內鄰近0.5公里範圍","面","2020/09/18","2020/10/21","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=76&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=76&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=reservoir_insidearea&filetype=KML"
77,"KML","MD_ID=77&type=KML","reservoir_outsidearea",,,"水庫集水區敏感區範圍：邊界向外鄰近0.5公里範圍","面","2020/09/18","2020/10/21","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=77&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=77&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=reservoir_outsidearea&filetype=KML"
78,"KML","MD_ID=78&type=KML","CoastalProtectionZone",,,"一級海岸災害防治區","面","2020/06/15","2020/11/17","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=78&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=78&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CoastalProtectionZone&filetype=KML"
79,"KML","MD_ID=79&type=KML","CoastalBufferZone",,,"一級海岸陸域緩衝區","面","2020/06/15","2020/11/17","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=79&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=79&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=CoastalBufferZone&filetype=KML"
80,"KML","MD_ID=80&type=KML","TWQPROT",,,"自來水水質水量保護區圖","面","2021/03/26","2021/04/01","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=80&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=80&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TWQPROT&filetype=KML"
81,"KML","MD_ID=81&type=KML","TWQPROT_insidearea",,,"自來水水質水量保護區圖：邊界向內鄰近0.5公里範圍","面","2021/03/26","2021/04/01","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=81&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=81&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TWQPROT_insidearea&filetype=KML"
82,"KML","MD_ID=82&type=KML","TWQPROT_outsidearea",,,"自來水水質水量保護區圖：邊界向外鄰近0.5公里範圍","面","2021/03/26","2021/04/01","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=82&type=KML","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=82&type=KML","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TWQPROT_outsidearea&filetype=KML"
