"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",11
"南投縣","仁愛鄉",89
"南投縣","信義鄉",39
"南投縣","南投市",546
"南投縣","名間鄉",101
"南投縣","國姓鄉",18
"南投縣","埔里鎮",193
"南投縣","水里鄉",21
"南投縣","竹山鎮",177
"南投縣","草屯鎮",292
"南投縣","集集鎮",5
"南投縣","魚池鄉",16
"南投縣","鹿谷鄉",34
"台中市","中區",152
"台中市","北區",1638
"台中市","北屯區",2608
"台中市","南區",1033
"台中市","南屯區",1181
"台中市","后里區",143
"台中市","和平區",39
"台中市","外埔區",92
"台中市","大安區",41
"台中市","大甲區",277
"台中市","大肚區",300
"台中市","大里區",1655
"台中市","大雅區",616
"台中市","太平區",1728
"台中市","新社區",37
"台中市","東勢區",209
"台中市","東區",681
"台中市","梧棲區",518
"台中市","沙鹿區",865
"台中市","清水區",571
"台中市","潭子區",660
"台中市","烏日區",530
"台中市","石岡區",34
"台中市","神岡區",200
"台中市","西區",813
"台中市","西屯區",2822
"台中市","豐原區",1164
"台中市","霧峰區",379
"台中市","龍井區",474
"台北市","中山區",4513
"台北市","中正區",2105
"台北市","信義區",3871
"台北市","內湖區",4424
"台北市","北投區",5633
"台北市","南港區",2087
"台北市","士林區",5324
"台北市","大同區",2103
"台北市","大安區",4413
"台北市","文山區",4808
"台北市","松山區",3092
"台北市","萬華區",5013
"台南市","七股區",54
"台南市","下營區",45
"台南市","中西區",403
"台南市","仁德區",547
"台南市","佳里區",204
"台南市","六甲區",44
"台南市","北區",704
"台南市","北門區",15
"台南市","南化區",20
"台南市","南區",894
"台南市","善化區",366
"台南市","大內區",13
"台南市","學甲區",58
"台南市","安南區",1479
"台南市","安定區",121
"台南市","安平區",316
"台南市","官田區",43
"台南市","將軍區",39
"台南市","山上區",42
"台南市","左鎮區",16
"台南市","後壁區",44
"台南市","新化區",310
"台南市","新市區",345
"台南市","新營區",324
"台南市","東區",1276
"台南市","東山區",48
"台南市","柳營區",96
"台南市","楠西區",7
"台南市","歸仁區",313
"台南市","永康區",2922
"台南市","玉井區",23
"台南市","白河區",35
"台南市","西港區",68
"台南市","關廟區",111
"台南市","鹽水區",53
"台南市","麻豆區",159
"台南市","龍崎區",3
"台東縣","卑南鄉",48
"台東縣","台東市",856
"台東縣","大武鄉",9
"台東縣","太麻里鄉",26
"台東縣","延平鄉",4
"台東縣","成功鎮",24
"台東縣","東河鄉",25
"台東縣","池上鄉",16
"台東縣","海端鄉",42
"台東縣","綠島鄉",15
"台東縣","蘭嶼鄉",23
"台東縣","達仁鄉",3
"台東縣","金峰鄉",10
"台東縣","長濱鄉",24
