"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",38
"南投縣","仁愛鄉",22
"南投縣","信義鄉",19
"南投縣","南投市",307
"南投縣","名間鄉",77
"南投縣","國姓鄉",23
"南投縣","埔里鎮",237
"南投縣","水里鄉",24
"南投縣","竹山鎮",95
"南投縣","草屯鎮",410
"南投縣","集集鎮",28
"南投縣","魚池鄉",22
"南投縣","鹿谷鄉",38
"台中市","中區",50
"台中市","北區",586
"台中市","北屯區",1263
"台中市","南區",508
"台中市","南屯區",785
"台中市","后里區",142
"台中市","和平區",12
"台中市","外埔區",71
"台中市","大安區",37
"台中市","大甲區",170
"台中市","大肚區",128
"台中市","大里區",721
"台中市","大雅區",265
"台中市","太平區",756
"台中市","新社區",53
"台中市","東勢區",70
"台中市","東區",215
"台中市","梧棲區",164
"台中市","沙鹿區",398
"台中市","清水區",192
"台中市","潭子區",458
"台中市","烏日區",262
"台中市","石岡區",23
"台中市","神岡區",155
"台中市","西區",352
"台中市","西屯區",1203
"台中市","豐原區",387
"台中市","霧峰區",229
"台中市","龍井區",284
"台北市","中山區",719
"台北市","中正區",492
"台北市","信義區",715
"台北市","內湖區",1035
"台北市","北投區",800
"台北市","南港區",344
"台北市","士林區",877
"台北市","大同區",276
"台北市","大安區",891
"台北市","文山區",780
"台北市","松山區",650
"台北市","萬華區",380
"台南市","七股區",37
"台南市","下營區",48
"台南市","中西區",173
"台南市","仁德區",246
"台南市","佳里區",129
"台南市","六甲區",45
"台南市","北區",480
"台南市","北門區",17
"台南市","南化區",15
"台南市","南區",343
"台南市","善化區",209
"台南市","大內區",12
"台南市","學甲區",41
"台南市","安南區",711
"台南市","安定區",75
"台南市","安平區",181
"台南市","官田區",58
"台南市","將軍區",35
"台南市","山上區",15
"台南市","左鎮區",2
"台南市","後壁區",58
"台南市","新化區",110
"台南市","新市區",152
"台南市","新營區",215
"台南市","東區",655
"台南市","東山區",28
"台南市","柳營區",48
"台南市","楠西區",6
"台南市","歸仁區",159
"台南市","永康區",1340
"台南市","玉井區",24
"台南市","白河區",86
"台南市","西港區",58
"台南市","關廟區",87
"台南市","鹽水區",48
"台南市","麻豆區",121
"台南市","龍崎區",4
"台東縣","卑南鄉",64
"台東縣","台東市",297
"台東縣","大武鄉",9
"台東縣","太麻里鄉",19
"台東縣","延平鄉",2
"台東縣","成功鎮",16
"台東縣","東河鄉",12
"台東縣","池上鄉",12
"台東縣","海端鄉",5
"台東縣","綠島鄉",5
"台東縣","蘭嶼鄉",4
"台東縣","達仁鄉",4
"台東縣","金峰鄉",3
"台東縣","長濱鄉",9
"台東縣","關山鎮",13
"台東縣","鹿野鄉",14
"嘉義市","東區",459
"嘉義市","西區",621
"嘉義縣","中埔鄉",146
"嘉義縣","六腳鄉",44
"嘉義縣","大埔鄉",5
"嘉義縣","大林鎮",76
"嘉義縣","太保市",96
"嘉義縣","布袋鎮",36
"嘉義縣","新港鄉",54
"嘉義縣","朴子市",116
"嘉義縣","東石鄉",29
"嘉義縣","梅山鄉",62
"嘉義縣","民雄鄉",286
"嘉義縣","水上鄉",157
"嘉義縣","溪口鄉",30
"嘉義縣","番路鄉",19
"嘉義縣","竹崎鄉",93
"嘉義縣","義竹鄉",29
"嘉義縣","阿里山鄉",10
"嘉義縣","鹿草鄉",22
"基隆市","七堵區",101
"基隆市","中山區",90
"基隆市","中正區",99
"基隆市","仁愛區",94
"基隆市","信義區",148
"基隆市","安樂區",250
"基隆市","暖暖區",80
"宜蘭縣","三星鄉",42
"宜蘭縣","五結鄉",125
"宜蘭縣","冬山鄉",214
"宜蘭縣","南澳鄉",21
"宜蘭縣","員山鄉",59
"宜蘭縣","壯圍鄉",43
"宜蘭縣","大同鄉",4
"宜蘭縣","宜蘭市",224
"宜蘭縣","礁溪鄉",68
"宜蘭縣","羅東鎮",224
"宜蘭縣","蘇澳鎮",87
"宜蘭縣","頭城鎮",58
"屏東縣","三地門鄉",18
"屏東縣","九如鄉",55
"屏東縣","佳冬鄉",39
"屏東縣","來義鄉",17
"屏東縣","內埔鄉",166
"屏東縣","南州鄉",24
"屏東縣","屏東市",763
"屏東縣","崁頂鄉",19
"屏東縣","恆春鎮",65
"屏東縣","新園鄉",71
"屏東縣","新埤鄉",23
"屏東縣","春日鄉",8
"屏東縣","東港鎮",79
"屏東縣","枋寮鄉",49
"屏東縣","枋山鄉",5
"屏東縣","林邊鄉",40
"屏東縣","泰武鄉",13
"屏東縣","滿州鄉",13
"屏東縣","潮州鎮",138
"屏東縣","牡丹鄉",18
"屏東縣","獅子鄉",3
"屏東縣","琉球鄉",15
"屏東縣","瑪家鄉",10
"屏東縣","竹田鄉",32
"屏東縣","萬丹鄉",156
"屏東縣","萬巒鄉",47
"屏東縣","車城鄉",19
"屏東縣","里港鄉",80
"屏東縣","長治鄉",78
"屏東縣","霧台鄉",16
"屏東縣","高樹鄉",64
"屏東縣","鹽埔鄉",59
"屏東縣","麟洛鄉",40
"彰化縣","二林鎮",99
"彰化縣","二水鄉",34
"彰化縣","伸港鄉",102
"彰化縣","北斗鎮",70
"彰化縣","和美鎮",327
"彰化縣","員林市",433
"彰化縣","埔心鄉",85
"彰化縣","埔鹽鄉",59
"彰化縣","埤頭鄉",46
"彰化縣","大城鄉",31
"彰化縣","大村鄉",100
"彰化縣","彰化市",980
"彰化縣","永靖鄉",93
"彰化縣","溪州鄉",36
"彰化縣","溪湖鎮",121
"彰化縣","田中鎮",91
"彰化縣","田尾鄉",47
"彰化縣","社頭鄉",136
"彰化縣","福興鄉",90
"彰化縣","秀水鄉",84
"彰化縣","竹塘鄉",30
"彰化縣","線西鄉",38
"彰化縣","芬園鄉",53
"彰化縣","花壇鄉",141
"彰化縣","芳苑鄉",54
"彰化縣","鹿港鎮",220
"新北市","三峽區",392
"新北市","三芝區",58
"新北市","三重區",1645
"新北市","中和區",2294
"新北市","五股區",222
"新北市","八里區",139
"新北市","土城區",950
"新北市","坪林區",11
"新北市","平溪區",8
"新北市","新店區",1296
"新北市","新莊區",1623
"新北市","板橋區",2671
"新北市","林口區",390
"新北市","樹林區",486
"新北市","永和區",858
"新北市","汐止區",787
"新北市","泰山區",263
"新北市","淡水區",708
"新北市","深坑區",81
"新北市","烏來區",11
"新北市","瑞芳區",61
"新北市","石碇區",8
"新北市","石門區",12
"新北市","萬里區",32
"新北市","蘆洲區",631
"新北市","貢寮區",28
"新北市","金山區",34
"新北市","雙溪區",14
"新北市","鶯歌區",211
"新竹市","北區",532
"新竹市","東區",1015
"新竹市","香山區",252
"新竹縣","五峰鄉",4
"新竹縣","北埔鄉",16
"新竹縣","寶山鄉",36
"新竹縣","尖石鄉",14
"新竹縣","峨眉鄉",8
"新竹縣","新埔鎮",68
"新竹縣","新豐鄉",144
"新竹縣","橫山鄉",11
"新竹縣","湖口鄉",289
"新竹縣","竹北市",782
"新竹縣","竹東鎮",278
"新竹縣","芎林鄉",43
"新竹縣","關西鎮",51
"桃園市","中壢區",1898
"桃園市","八德區",708
"桃園市","大園區",199
"桃園市","大溪區",210
"桃園市","平鎮區",814
"桃園市","復興區",20
"桃園市","新屋區",94
"桃園市","桃園區",1965
"桃園市","楊梅區",571
"桃園市","蘆竹區",590
"桃園市","觀音區",149
"桃園市","龍潭區",319
"桃園市","龜山區",757
"澎湖縣","七美鄉",3
