"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,31
"台中市",NA,195
"台北市",NA,4244
"台南市",NA,42
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,18
"基隆市",NA,282
"宜蘭縣",NA,93
"屏東縣",NA,33
"彰化縣",NA,256
"新北市",NA,6179
"新竹市",NA,37
"新竹縣",NA,78
"桃園市",NA,652
"澎湖縣",NA,5
"空值",1218,NA
"花蓮縣",NA,68
"苗栗縣",NA,529
"連江縣",NA,4
"雲林縣",NA,21
"高雄市",NA,64
