"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",17
"南投縣","仁愛鄉",15
"南投縣","信義鄉",26
"南投縣","南投市",353
"南投縣","名間鄉",61
"南投縣","國姓鄉",21
"南投縣","埔里鎮",194
"南投縣","水里鄉",77
"南投縣","竹山鎮",164
"南投縣","草屯鎮",344
"南投縣","集集鎮",23
"南投縣","魚池鄉",35
"南投縣","鹿谷鄉",29
"台中市","中區",47
"台中市","北區",701
"台中市","北屯區",1678
"台中市","南區",603
"台中市","南屯區",797
"台中市","后里區",144
"台中市","和平區",14
"台中市","外埔區",76
"台中市","大安區",36
"台中市","大甲區",160
"台中市","大肚區",113
"台中市","大里區",765
"台中市","大雅區",288
"台中市","太平區",901
"台中市","新社區",61
"台中市","東勢區",172
"台中市","東區",266
"台中市","梧棲區",159
"台中市","沙鹿區",397
"台中市","清水區",236
"台中市","潭子區",422
"台中市","烏日區",191
"台中市","石岡區",29
"台中市","神岡區",222
"台中市","西區",475
"台中市","西屯區",1270
"台中市","豐原區",551
"台中市","霧峰區",185
"台中市","龍井區",272
"台北市","中山區",1133
"台北市","中正區",487
"台北市","信義區",1046
"台北市","內湖區",1285
"台北市","北投區",1018
"台北市","南港區",567
"台北市","士林區",1167
"台北市","大同區",431
"台北市","大安區",1398
"台北市","文山區",1266
"台北市","松山區",916
"台北市","萬華區",674
"台南市","七股區",31
"台南市","下營區",33
"台南市","中西區",142
"台南市","仁德區",238
"台南市","佳里區",106
"台南市","六甲區",31
"台南市","北區",291
"台南市","北門區",10
"台南市","南化區",5
"台南市","南區",261
"台南市","善化區",185
"台南市","大內區",6
"台南市","學甲區",17
"台南市","安南區",579
"台南市","安定區",33
"台南市","安平區",173
"台南市","官田區",21
"台南市","將軍區",19
"台南市","山上區",5
"台南市","左鎮區",2
"台南市","後壁區",23
"台南市","新化區",62
"台南市","新市區",113
"台南市","新營區",194
"台南市","東區",700
"台南市","東山區",41
"台南市","柳營區",37
"台南市","楠西區",6
"台南市","歸仁區",134
"台南市","永康區",945
"台南市","玉井區",11
"台南市","白河區",32
"台南市","西港區",35
"台南市","關廟區",53
"台南市","鹽水區",28
"台南市","麻豆區",75
"台南市","龍崎區",4
"台東縣","卑南鄉",32
"台東縣","台東市",302
"台東縣","大武鄉",6
"台東縣","太麻里鄉",18
"台東縣","延平鄉",3
"台東縣","成功鎮",21
"台東縣","東河鄉",18
"台東縣","池上鄉",12
"台東縣","海端鄉",6
"台東縣","綠島鄉",1
"台東縣","蘭嶼鄉",4
"台東縣","達仁鄉",3
"台東縣","金峰鄉",13
"台東縣","長濱鄉",7
"台東縣","關山鎮",19
"台東縣","鹿野鄉",12
"嘉義市","東區",299
"嘉義市","西區",420
"嘉義縣","中埔鄉",88
"嘉義縣","六腳鄉",18
"嘉義縣","大林鎮",51
"嘉義縣","太保市",94
"嘉義縣","布袋鎮",25
"嘉義縣","新港鄉",59
"嘉義縣","朴子市",81
"嘉義縣","東石鄉",8
"嘉義縣","梅山鄉",27
"嘉義縣","民雄鄉",210
"嘉義縣","水上鄉",89
"嘉義縣","溪口鄉",22
"嘉義縣","番路鄉",24
"嘉義縣","竹崎鄉",51
"嘉義縣","義竹鄉",10
"嘉義縣","阿里山鄉",9
"嘉義縣","鹿草鄉",17
"基隆市","七堵區",209
"基隆市","中山區",149
"基隆市","中正區",216
"基隆市","仁愛區",105
"基隆市","信義區",175
"基隆市","安樂區",402
"基隆市","暖暖區",117
"宜蘭縣","三星鄉",56
"宜蘭縣","五結鄉",153
"宜蘭縣","冬山鄉",204
"宜蘭縣","南澳鄉",6
"宜蘭縣","員山鄉",105
"宜蘭縣","壯圍鄉",79
"宜蘭縣","大同鄉",17
"宜蘭縣","宜蘭市",507
"宜蘭縣","礁溪鄉",119
"宜蘭縣","羅東鎮",328
"宜蘭縣","蘇澳鎮",105
"宜蘭縣","頭城鎮",72
"屏東縣","三地門鄉",8
"屏東縣","九如鄉",39
"屏東縣","佳冬鄉",33
"屏東縣","來義鄉",10
"屏東縣","內埔鄉",116
"屏東縣","南州鄉",15
"屏東縣","屏東市",604
"屏東縣","崁頂鄉",18
"屏東縣","恆春鎮",54
"屏東縣","新園鄉",46
"屏東縣","新埤鄉",2
"屏東縣","春日鄉",12
"屏東縣","東港鎮",87
"屏東縣","枋寮鄉",34
"屏東縣","枋山鄉",10
"屏東縣","林邊鄉",16
"屏東縣","泰武鄉",8
"屏東縣","滿州鄉",8
"屏東縣","潮州鎮",147
"屏東縣","牡丹鄉",15
"屏東縣","獅子鄉",12
"屏東縣","琉球鄉",11
"屏東縣","瑪家鄉",23
"屏東縣","竹田鄉",26
"屏東縣","萬丹鄉",93
"屏東縣","萬巒鄉",40
"屏東縣","車城鄉",7
"屏東縣","里港鄉",44
"屏東縣","長治鄉",45
"屏東縣","霧台鄉",2
"屏東縣","高樹鄉",34
"屏東縣","鹽埔鄉",36
"屏東縣","麟洛鄉",17
"彰化縣","二林鎮",88
"彰化縣","二水鄉",24
"彰化縣","伸港鄉",64
"彰化縣","北斗鎮",56
"彰化縣","和美鎮",203
"彰化縣","員林市",410
"彰化縣","埔心鄉",103
"彰化縣","埔鹽鄉",48
"彰化縣","埤頭鄉",51
"彰化縣","大城鄉",10
"彰化縣","大村鄉",109
"彰化縣","彰化市",1004
"彰化縣","永靖鄉",51
"彰化縣","溪州鄉",42
"彰化縣","溪湖鎮",95
"彰化縣","田中鎮",71
"彰化縣","田尾鄉",49
"彰化縣","社頭鄉",81
"彰化縣","福興鄉",77
"彰化縣","秀水鄉",79
"彰化縣","竹塘鄉",22
"彰化縣","線西鄉",19
"彰化縣","芬園鄉",44
"彰化縣","花壇鄉",88
"彰化縣","芳苑鄉",45
"彰化縣","鹿港鎮",209
"新北市","三峽區",445
"新北市","三芝區",47
"新北市","三重區",2192
"新北市","中和區",2950
"新北市","五股區",332
"新北市","八里區",139
"新北市","土城區",1080
"新北市","坪林區",6
"新北市","平溪區",4
"新北市","新店區",1544
"新北市","新莊區",2340
"新北市","板橋區",3245
"新北市","林口區",541
"新北市","樹林區",926
"新北市","永和區",1300
"新北市","汐止區",1615
"新北市","泰山區",341
"新北市","淡水區",1030
"新北市","深坑區",78
"新北市","烏來區",18
"新北市","瑞芳區",58
"新北市","石碇區",4
"新北市","石門區",11
"新北市","萬里區",44
"新北市","蘆洲區",1017
"新北市","貢寮區",13
"新北市","金山區",40
"新北市","雙溪區",9
"新北市","鶯歌區",273
"新竹市","北區",659
"新竹市","東區",1330
"新竹市","香山區",299
"新竹縣","五峰鄉",2
"新竹縣","北埔鄉",24
"新竹縣","寶山鄉",41
"新竹縣","尖石鄉",16
"新竹縣","峨眉鄉",13
"新竹縣","新埔鎮",144
"新竹縣","新豐鄉",163
"新竹縣","橫山鄉",32
"新竹縣","湖口鄉",271
"新竹縣","竹北市",1102
"新竹縣","竹東鎮",394
"新竹縣","芎林鄉",47
"新竹縣","關西鎮",73
"桃園市","中壢區",1882
"桃園市","八德區",787
"桃園市","大園區",311
"桃園市","大溪區",269
"桃園市","平鎮區",1005
"桃園市","復興區",8
"桃園市","新屋區",80
"桃園市","桃園區",2406
"桃園市","楊梅區",677
"桃園市","蘆竹區",707
"桃園市","觀音區",243
"桃園市","龍潭區",393
"桃園市","龜山區",808
"澎湖縣","七美鄉",1
"澎湖縣","望安鄉",1
"澎湖縣","湖西鄉",27
"澎湖縣","白沙鄉",9
"澎湖縣","西嶼鄉",6
"澎湖縣","馬公市",176
"花蓮縣","光復鄉",24
"花蓮縣","卓溪鄉",9
"花蓮縣","吉安鄉",344
"花蓮縣","壽豐鄉",60
"花蓮縣","富里鄉",12
"花蓮縣","新城鄉",44
"花蓮縣","玉里鎮",61
"花蓮縣","瑞穗鄉",17
"花蓮縣","秀林鄉",23
"花蓮縣","花蓮市",526
"花蓮縣","萬榮鄉",4
"花蓮縣","豐濱鄉",10
"花蓮縣","鳳林鎮",15
"苗栗縣","三灣鄉",6
"苗栗縣","三義鄉",24
"苗栗縣","公館鄉",76
"苗栗縣","卓蘭鎮",44
"苗栗縣","南庄鄉",12
"苗栗縣","大湖鄉",36
"苗栗縣","後龍鎮",65
"苗栗縣","泰安鄉",8
"苗栗縣","獅潭鄉",9
"苗栗縣","竹南鎮",405
"苗栗縣","苑裡鎮",98
"苗栗縣","苗栗市",272
"苗栗縣","西湖鄉",13
"苗栗縣","通霄鎮",47
"苗栗縣","造橋鄉",25
"苗栗縣","銅鑼鄉",26
"苗栗縣","頭份市",437
"苗栗縣","頭屋鄉",7
"連江縣","北竿鄉",2
"連江縣","南竿鄉",7
"連江縣","東引鄉",8
"連江縣","莒光鄉",3
"金門縣","烈嶼鄉",22
"金門縣","金城鎮",59
"金門縣","金寧鄉",59
"金門縣","金沙鎮",24
"金門縣","金湖鎮",39
"雲林縣","二崙鄉",19
"雲林縣","元長鄉",48
"雲林縣","北港鎮",49
"雲林縣","口湖鄉",28
"雲林縣","古坑鄉",69
"雲林縣","台西鄉",30
"雲林縣","四湖鄉",17
"雲林縣","土庫鎮",54
"雲林縣","大埤鄉",25
"雲林縣","崙背鄉",18
"雲林縣","斗六市",318
"雲林縣","斗南鎮",93
"雲林縣","東勢鄉",32
"雲林縣","林內鄉",39
"雲林縣","水林鄉",31
"雲林縣","莿桐鄉",47
"雲林縣","虎尾鎮",289
"雲林縣","褒忠鄉",7
"雲林縣","西螺鎮",72
"雲林縣","麥寮鄉",82
"高雄市","三民區",1111
"高雄市","仁武區",285
"高雄市","內門區",17
"高雄市","六龜區",7
"高雄市","前金區",60
"高雄市","前鎮區",431
"高雄市","大寮區",261
"高雄市","大樹區",77
"高雄市","大社區",68
"高雄市","小港區",296
"高雄市","岡山區",218
"高雄市","左營區",610
"高雄市","彌陀區",12
"高雄市","新興區",88
"高雄市","旗山區",71
"高雄市","旗津區",24
"高雄市","杉林區",8
"高雄市","林園區",107
"高雄市","桃源區",5
"高雄市","梓官區",47
"高雄市","楠梓區",805
"高雄市","橋頭區",69
"高雄市","永安區",16
"高雄市","湖內區",65
"高雄市","燕巢區",58
"高雄市","田寮區",5
"高雄市","甲仙區",3
"高雄市","美濃區",52
"高雄市","苓雅區",398
"高雄市","茂林區",1
"高雄市","茄萣區",23
"高雄市","路竹區",76
"高雄市","那瑪夏區",3
"高雄市","阿蓮區",43
"高雄市","鳥松區",81
"高雄市","鳳山區",1246
"高雄市","鹽埕區",37
"高雄市","鼓山區",285
